"household_ID","region","province","commune","fuel_deprived","sanitation_deprived","water_deprived","electricity_deprived","housing_deprived","mpi_living_standards","Living_Standards"
"699_131_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"699_138_2",3,11,"Arrondissement 10",1,0,1,1,0,0.6,0.4
"699_189_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"699_200_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"699_204_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"699_246_2",3,11,"Arrondissement 10",1,1,0,1,0,0.6,0.4
"699_252_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"699_55_2",3,11,"Arrondissement 10",1,1,0,1,0,0.6,0.4
"699_66_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"699_70_2",3,11,"Arrondissement 10",1,1,1,1,0,0.8,0.2
"700_20_2",3,11,"Arrondissement 10",0,1,0,0,0,0.2,0.8
"700_29_2",3,11,"Arrondissement 10",0,0,0,0,0,0,1
"700_31_2",3,11,"Arrondissement 10",1,0,0,0,0,0.2,0.8
"700_41_2",3,11,"Arrondissement 10",0,1,0,0,0,0.2,0.8
"700_45_2",3,11,"Arrondissement 10",1,1,0,0,0,0.4,0.6
"700_47_2",3,11,"Arrondissement 10",1,0,0,0,0,0.2,0.8
"700_50_2",3,11,"Arrondissement 10",0,1,0,0,0,0.2,0.8
"700_53_2",3,11,"Arrondissement 10",1,0,0,0,0,0.2,0.8
"700_60_2",3,11,"Arrondissement 10",0,0,0,0,0,0,1
"700_65_2",3,11,"Arrondissement 10",1,0,0,0,0,0.2,0.8
"700_72_2",3,11,"Arrondissement 10",1,0,0,0,0,0.2,0.8
"700_75_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"701_116_2",3,11,"Arrondissement 10",1,0,1,1,0,0.6,0.4
"701_157_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"701_177_2",3,11,"Arrondissement 10",1,0,1,1,0,0.6,0.4
"701_218_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"701_299_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"701_312_2",3,11,"Arrondissement 10",0,1,0,1,0,0.4,0.6
"701_327_2",3,11,"Arrondissement 10",1,1,0,1,0,0.6,0.4
"701_364_2",3,11,"Arrondissement 10",1,0,1,1,0,0.6,0.4
"701_37_2",3,11,"Arrondissement 10",1,1,0,1,0,0.6,0.4
"701_383_2",3,11,"Arrondissement 10",1,0,1,1,0,0.6,0.4
"701_45_2",3,11,"Arrondissement 10",1,0,0,1,1,0.6,0.4
"701_85_2",3,11,"Arrondissement 10",1,0,0,1,0,0.4,0.6
"702_115_2",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"702_133_2",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"702_142_2",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"702_158_2",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"702_168_2",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"702_172_2",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"702_201_2",3,11,"Arrondissement 11",1,1,1,1,0,0.8,0.2
"702_226_2",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"702_230_2",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"702_282_2",3,11,"Arrondissement 11",1,NA,0,1,0,NA,NA
"702_46_2",3,11,"Arrondissement 11",0,0,0,0,0,0,1
"702_64_2",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"703_100_1",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"703_118_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"703_137_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"703_140_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"703_142_1",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"703_18_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"703_38_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"703_40_1",3,11,"Arrondissement 11",0,0,0,0,0,0,1
"703_61_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"703_72_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"703_83_1",3,11,"Arrondissement 11",0,1,0,0,0,0.2,0.8
"703_87_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"704_122_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"704_136_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"704_145_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"704_146_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"704_147_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"704_172_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"704_173_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"704_175_1",3,11,"Arrondissement 11",1,0,0,0,0,0.2,0.8
"704_190_1",3,11,"Arrondissement 11",1,1,0,1,0,0.6,0.4
"704_20_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"704_53_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"704_56_1",3,11,"Arrondissement 11",1,1,0,0,0,0.4,0.6
"705_1_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"705_16_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"705_17_1",3,11,"Arrondissement 12",0,0,0,0,0,0,1
"705_23_1",3,11,"Arrondissement 12",0,0,0,0,0,0,1
"705_3_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"705_35_1",3,11,"Arrondissement 12",0,0,0,0,0,0,1
"705_43_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"705_45_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"705_46_1",3,11,"Arrondissement 12",0,0,0,0,0,0,1
"705_49_1",3,11,"Arrondissement 12",1,1,0,1,0,0.6,0.4
"705_50_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"705_52_1",3,11,"Arrondissement 12",1,0,0,0,0,0.2,0.8
"706_1_2",3,11,"Komki-Ipala",1,1,1,1,1,1,0
"706_109_2",3,11,"Komki-Ipala",1,1,1,1,0,0.8,0.2
"706_148_2",3,11,"Komki-Ipala",1,1,1,1,1,1,0
"706_15_2",3,11,"Komki-Ipala",1,NA,1,1,1,NA,NA
"706_16_2",3,11,"Komki-Ipala",1,1,0,1,1,0.8,0.2
"706_19_2",3,11,"Komki-Ipala",1,1,1,1,0,0.8,0.2
"706_22_2",3,11,"Komki-Ipala",1,1,1,1,0,0.8,0.2
"706_33_2",3,11,"Komki-Ipala",1,1,1,1,0,0.8,0.2
"706_65_2",3,11,"Komki-Ipala",1,1,1,1,1,1,0
"706_69_2",3,11,"Komki-Ipala",1,1,1,1,1,1,0
"706_79_2",3,11,"Komki-Ipala",1,1,1,1,1,1,0
"706_84_2",3,11,"Komki-Ipala",1,NA,1,1,1,NA,NA
"707_110_1",3,11,"Komsilga",1,1,0,1,1,0.8,0.2
"707_118_1",3,11,"Komsilga",1,1,0,0,0,0.4,0.6
"707_121_1",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"707_125_1",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"707_167_1",3,11,"Komsilga",1,1,0,1,1,0.8,0.2
"707_170_1",3,11,"Komsilga",0,1,0,0,0,0.2,0.8
"707_173_1",3,11,"Komsilga",0,1,0,0,0,0.2,0.8
"707_27_1",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"707_45_1",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"707_52_1",3,11,"Komsilga",1,0,0,0,0,0.2,0.8
"707_6_1",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"707_93_1",3,11,"Komsilga",1,0,0,0,0,0.2,0.8
"708_124_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"708_185_2",3,11,"Komsilga",1,NA,0,1,1,NA,NA
"708_202_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"708_203_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"708_207_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"708_36_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"708_55_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"708_60_2",3,11,"Komsilga",0,1,0,1,0,0.4,0.6
"708_64_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"708_73_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"708_82_2",3,11,"Komsilga",1,0,1,1,0,0.6,0.4
"708_86_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"709_11_2",3,11,"Komsilga",1,NA,1,1,0,NA,NA
"709_14_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"709_22_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"709_24_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"709_27_2",3,11,"Komsilga",1,0,1,1,0,0.6,0.4
"709_3_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"709_43_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"709_5_2",3,11,"Komsilga",1,NA,1,1,0,NA,NA
"709_52_2",3,11,"Komsilga",0,NA,1,1,1,NA,NA
"709_62_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"709_64_2",3,11,"Komsilga",1,0,1,1,0,0.6,0.4
"709_68_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"710_100_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"710_111_2",3,11,"Komsilga",0,1,1,1,0,0.6,0.4
"710_119_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"710_122_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"710_127_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"710_165_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"710_167_2",3,11,"Komsilga",0,0,0,1,0,0.2,0.8
"710_176_2",3,11,"Komsilga",1,1,0,1,1,0.8,0.2
"710_3_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"710_34_2",3,11,"Komsilga",0,1,1,1,0,0.6,0.4
"710_57_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"710_98_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"711_124_2",3,11,"Komsilga",1,0,0,0,0,0.2,0.8
"711_147_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"711_157_2",3,11,"Komsilga",1,0,0,0,0,0.2,0.8
"711_176_2",3,11,"Komsilga",1,0,0,0,0,0.2,0.8
"711_220_2",3,11,"Komsilga",0,0,0,0,0,0,1
"711_231_2",3,11,"Komsilga",0,0,0,0,0,0,1
"711_33_2",3,11,"Komsilga",0,1,0,0,0,0.2,0.8
"711_36_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"711_37_2",3,11,"Komsilga",1,1,0,0,0,0.4,0.6
"711_53_2",3,11,"Komsilga",0,0,0,0,0,0,1
"711_55_2",3,11,"Komsilga",0,0,0,0,0,0,1
"711_57_2",3,11,"Komsilga",1,0,0,1,0,0.4,0.6
"712_1_2",3,11,"Komsilga",0,1,0,1,0,0.4,0.6
"712_13_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"712_170_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"712_185_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"712_205_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"712_22_2",3,11,"Komsilga",0,1,NA,1,0,NA,NA
"712_26_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"712_33_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"712_65_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"712_81_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"712_94_2",3,11,"Komsilga",1,1,1,1,0,0.8,0.2
"712_97_2",3,11,"Komsilga",1,1,0,1,0,0.6,0.4
"713_102_2",3,11,"Koubri",1,1,NA,1,0,NA,NA
"713_112_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"713_113_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"713_145_2",3,11,"Koubri",1,1,NA,1,0,NA,NA
"713_31_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"713_36_2",3,11,"Koubri",1,1,NA,1,0,NA,NA
"713_51_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"713_69_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"713_8_2",3,11,"Koubri",1,1,NA,1,0,NA,NA
"713_83_2",3,11,"Koubri",0,1,NA,1,0,NA,NA
"713_89_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"713_92_2",3,11,"Koubri",1,1,NA,1,0,NA,NA
"714_106_1",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"714_114_1",3,11,"Koubri",1,0,0,1,0,0.4,0.6
"714_163_1",3,11,"Koubri",1,0,1,1,0,0.6,0.4
"714_168_1",3,11,"Koubri",1,0,1,1,0,0.6,0.4
"714_18_1",3,11,"Koubri",0,0,0,1,0,0.2,0.8
"714_196_1",3,11,"Koubri",1,1,0,0,0,0.4,0.6
"714_20_1",3,11,"Koubri",1,1,0,1,0,0.6,0.4
"714_229_1",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"714_231_1",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"714_249_1",3,11,"Koubri",1,1,0,1,0,0.6,0.4
"714_58_1",3,11,"Koubri",1,0,0,1,0,0.4,0.6
"714_90_1",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"715_103_2",3,11,"Koubri",1,NA,1,1,1,NA,NA
"715_12_2",3,11,"Koubri",1,NA,1,1,0,NA,NA
"715_13_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"715_36_2",3,11,"Koubri",1,NA,1,1,0,NA,NA
"715_38_2",3,11,"Koubri",1,0,1,1,0,0.6,0.4
"715_45_2",3,11,"Koubri",1,NA,0,1,0,NA,NA
"715_51_2",3,11,"Koubri",1,NA,1,1,0,NA,NA
"715_53_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"715_58_2",3,11,"Koubri",1,NA,1,1,1,NA,NA
"715_75_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"715_8_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"715_84_2",3,11,"Koubri",1,NA,1,1,1,NA,NA
"716_112_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"716_22_2",3,11,"Koubri",1,NA,1,1,1,NA,NA
"716_31_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"716_32_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"716_59_2",3,11,"Koubri",1,1,0,1,0,0.6,0.4
"716_64_2",3,11,"Koubri",1,1,0,1,0,0.6,0.4
"716_66_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"716_7_2",3,11,"Koubri",1,NA,1,1,1,NA,NA
"716_72_2",3,11,"Koubri",1,NA,1,1,0,NA,NA
"716_76_2",3,11,"Koubri",1,NA,1,1,1,NA,NA
"716_9_2",3,11,"Koubri",1,1,1,1,1,1,0
"716_95_2",3,11,"Koubri",1,1,1,1,0,0.8,0.2
"717_100_1",3,11,"Pabre",1,1,1,1,1,1,0
"717_115_1",3,11,"Pabre",1,1,1,1,0,0.8,0.2
"717_152_1",3,11,"Pabre",1,1,1,1,1,1,0
"717_218_1",3,11,"Pabre",1,1,1,1,0,0.8,0.2
"717_264_1",3,11,"Pabre",1,1,1,1,0,0.8,0.2
"717_333_1",3,11,"Pabre",1,1,1,1,1,1,0
"717_351_1",3,11,"Pabre",1,1,0,1,0,0.6,0.4
"717_360_1",3,11,"Pabre",1,0,NA,1,0,NA,NA
"717_376_1",3,11,"Pabre",1,NA,1,1,1,NA,NA
"717_386_1",3,11,"Pabre",1,1,1,1,0,0.8,0.2
"717_419_1",3,11,"Pabre",1,0,1,1,0,0.6,0.4
"717_6_1",3,11,"Pabre",1,0,1,1,0,0.6,0.4
"718_1_1",3,11,"Pabre",1,NA,1,1,1,NA,NA
"718_12_1",3,11,"Pabre",1,NA,1,1,0,NA,NA
"718_18_1",3,11,"Pabre",1,1,0,1,0,0.6,0.4
"718_19_1",3,11,"Pabre",1,1,0,1,0,0.6,0.4
"718_20_1",3,11,"Pabre",1,0,1,1,0,0.6,0.4
"718_22_1",3,11,"Pabre",1,NA,1,1,1,NA,NA
"718_26_1",3,11,"Pabre",1,0,1,1,1,0.8,0.2
"718_28_1",3,11,"Pabre",1,1,1,1,1,1,0
"718_3_1",3,11,"Pabre",1,NA,1,1,1,NA,NA
"718_45_1",3,11,"Pabre",1,NA,1,1,0,NA,NA
"718_47_1",3,11,"Pabre",1,NA,1,1,0,NA,NA
"718_48_1",3,11,"Pabre",1,1,1,1,0,0.8,0.2
"719_104_1",3,11,"Saaba",1,1,1,1,1,1,0
"719_121_1",3,11,"Saaba",1,NA,1,1,0,NA,NA
"719_26_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"719_38_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"719_39_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"719_52_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"719_66_1",3,11,"Saaba",1,NA,1,1,0,NA,NA
"719_67_1",3,11,"Saaba",1,1,1,1,1,1,0
"719_7_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"719_73_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"719_84_1",3,11,"Saaba",1,NA,1,1,0,NA,NA
"719_95_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"720_125_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"720_139_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"720_14_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"720_143_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"720_145_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"720_146_1",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"720_171_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"720_33_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"720_51_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"720_73_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"720_8_1",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"720_82_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"721_133_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"721_148_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"721_155_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"721_194_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"721_251_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"721_252_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"721_261_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"721_32_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"721_321_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"721_47_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"721_79_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"721_98_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"722_18_2",3,11,"Saaba",0,0,0,1,0,0.2,0.8
"722_28_2",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"722_30_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_41_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_43_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_44_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_52_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_60_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_76_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"722_8_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"722_83_2",3,11,"Saaba",1,1,1,1,1,1,0
"722_9_2",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"723_129_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"723_155_1",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"723_196_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"723_223_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"723_24_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"723_255_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"723_257_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"723_260_1",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"723_265_1",3,11,"Saaba",1,NA,1,1,0,NA,NA
"723_283_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"723_50_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"723_70_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"724_12_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"724_16_1",3,11,"Saaba",1,1,0,0,0,0.4,0.6
"724_2_1",3,11,"Saaba",1,1,0,0,0,0.4,0.6
"724_24_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"724_26_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"724_35_1",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"724_36_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"724_39_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"724_49_1",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"724_51_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"724_7_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"724_8_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"725_128_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"725_132_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"725_15_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"725_234_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"725_236_1",3,11,"Saaba",1,0,0,1,1,0.6,0.4
"725_259_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"725_286_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"725_291_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"725_298_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"725_299_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"725_310_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"725_311_1",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"726_120_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"726_159_2",3,11,"Saaba",0,0,0,1,0,0.2,0.8
"726_165_2",3,11,"Saaba",0,0,0,1,0,0.2,0.8
"726_17_2",3,11,"Saaba",0,0,0,0,0,0,1
"726_180_2",3,11,"Saaba",0,0,0,0,0,0,1
"726_196_2",3,11,"Saaba",1,1,0,0,0,0.4,0.6
"726_20_2",3,11,"Saaba",1,NA,1,1,0,NA,NA
"726_208_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"726_247_2",3,11,"Saaba",0,0,0,0,0,0,1
"726_80_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"726_94_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"726_95_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"727_117_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_12_1",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"727_14_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_150_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_172_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_21_1",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"727_30_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_37_1",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"727_58_1",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"727_77_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_80_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"727_89_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"728_107_2",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"728_150_2",3,11,"Saaba",0,0,0,1,0,0.2,0.8
"728_159_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"728_19_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"728_216_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"728_222_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"728_27_2",3,11,"Saaba",0,1,1,1,0,0.6,0.4
"728_3_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"728_329_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"728_345_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"728_82_2",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"728_94_2",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"729_103_2",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"729_12_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_152_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_215_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_231_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_255_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_29_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_49_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_65_2",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"729_73_2",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"729_82_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"729_87_2",3,11,"Saaba",1,0,1,1,0,0.6,0.4
"730_105_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"730_116_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"730_131_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"730_144_1",3,11,"Saaba",0,0,0,1,0,0.2,0.8
"730_164_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"730_170_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"730_18_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"730_181_1",3,11,"Saaba",1,0,0,1,0,0.4,0.6
"730_188_1",3,11,"Saaba",0,1,0,1,0,0.4,0.6
"730_23_1",3,11,"Saaba",1,1,1,1,0,0.8,0.2
"730_29_1",3,11,"Saaba",1,1,0,1,0,0.6,0.4
"730_53_1",3,11,"Saaba",0,0,1,1,0,0.4,0.6
"731_23_2",3,11,"Saaba",1,1,0,0,0,0.4,0.6
"731_25_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"731_7_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"731_77_2",3,11,"Saaba",0,0,0,0,0,0,1
"731_80_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"731_92_2",3,11,"Saaba",1,0,0,0,0,0.2,0.8
"731_93_2",3,11,"Saaba",1,1,0,1,0,0.6,0.4
